Landing Page URL,Impressions,Clicks,CTR,Conversions,Conv Rate,Cost (£),Conv Value (£),ROAS
https://www.nda.ac.uk/blog/how-to-become-an-interior-designer-in-15-practical-steps/,198,15,7.58%,0.0,0.00%,£1.44,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design/cpd/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/ucas-manchester-exhibition/,9,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/about/?utm_source=SITELINK&utm_medium=CPC&utm_campaign=SITELINK&utm_term=NA&utm_content=SITELINK,5011,3,0.06%,0.0,0.00%,£6.77,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/ai-for-interior-design/,5,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/become-an-interior-designer-can-you-talk-the-talk/,8,1,12.50%,0.0,0.00%,£0.06,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design/,40,3,7.50%,0.0,0.00%,£11.38,£0.00,0.00
https://www.nda.ac.uk/blog/study-interior-design-online/,2,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/becoming-a-freelance-interior-designer/,12,1,8.33%,0.0,0.00%,£0.66,£0.00,0.00
https://www.nda.ac.uk/blog/former-nda-student-has-a-unique-take-on-traditional-interior-design-services/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/pid-interior-design-courses/,12,1,8.33%,0.0,0.00%,£0.90,£0.00,0.00
https://www.nda.ac.uk/study/progression-scholarships/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/retail-design-degree,101,15,14.85%,0.0,0.00%,£14.87,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-interior-design/?utm_source=UK&utm_medium=CPC&utm_campaign=CAREER&utm_term=INTERIOR%20DESIGN,49,10,20.41%,0.0,0.00%,£13.09,£0.00,0.00
https://www.nda.ac.uk/,88,12,13.64%,0.0,0.00%,£14.18,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-interior-design/?utm_source=NEWGADS08.20&utm_medium=CPC&utm_campaign=RELEVANT-HOME-DECOR-CAREER&utm_term=HOME%20DECOR%20CAREER,11,1,9.09%,0.0,0.00%,£1.76,£0.00,0.00
https://www.nda.ac.uk/study/uk-students/,27,3,11.11%,0.0,0.00%,£24.69,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-interior-design/,1074,7,0.65%,0.0,0.00%,£1.30,£0.00,0.00
https://motorsport.nda.ac.uk/news/5-best-things-about-online-learning-motorsport/,7,2,28.57%,0.0,0.00%,£1.75,£0.00,0.00
https://www.nda.ac.uk/success-stories/?utm_source=SITELINK&utm_medium=CPC&utm_campaign=SITELINK&utm_term=NA&utm_content=SITELINK,3150,3,0.10%,0.0,0.00%,£5.64,£0.00,0.00
https://www.nda.ac.uk/autocad-sketchup-photoshop-interior-design-course-dubai/,4,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/the-art-of-sketching-in-interior-design/,2,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/interior-design/,1440,138,9.58%,0.0,0.00%,£52.77,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/interior-design/,78,6,7.69%,0.0,0.00%,£0.87,£0.00,0.00
https://www.nda.ac.uk/blog/is-your-interior-design-course-accredited-and-should-you-care/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/,263,29,11.03%,0.0,0.00%,£15.48,£0.00,0.00
https://www.nda.ac.uk/blog/youve-got-your-interior-design-diploma-what-happens-next/,2,1,50.00%,0.0,0.00%,£0.10,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/exterior-design/,6,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/develop-interior-design-portfolio/,4,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-curtains-soft-furnishings/?utm_source=NEWGADS08.20&utm_medium=CPC&utm_campaign=TARGETEDCoursesCURTAINMAKING&utm_term=CURTAIN%20MAKING%20COURSE,71,16,22.54%,0.0,0.00%,£11.88,£0.00,0.00
https://www.nda.ac.uk/about/,14,2,14.29%,0.0,0.00%,£7.33,£0.00,0.00
https://www.nda.ac.uk/contact/,5,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/advanced-learner-loan-2023/,3509,13,0.37%,0.0,0.00%,£51.54,£0.00,0.00
https://www.nda.ac.uk/blog/freelance-interior-designer-tips/,43,4,9.30%,0.0,0.00%,£15.44,£0.00,0.00
https://www.nda.ac.uk/study/enrolment-terms/,4,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/nda-dubai-visit/,21,8,38.10%,0.0,0.00%,£31.64,£0.00,0.00
https://www.nda.ac.uk/blog/tutor-spotlight-martin-nealon/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-curtains-soft-furnishings/,15,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/in-studio-interior-design/,6,1,16.67%,0.0,0.00%,£0.50,£0.00,0.00
https://www.nda.ac.uk/blog/10-reasons-we-offer-the-best-interior-design-courses/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/degrees-interior-design/,4019,26,0.65%,0.0,0.00%,£14.76,£0.00,0.00
https://www.nda.ac.uk/study/how-to-enrol/?utm_source=SITELINK&utm_medium=CPC&utm_campaign=SITELINK&utm_term=NA&utm_content=SITELINK,2484,1,0.04%,0.0,0.00%,£0.37,£0.00,0.00
https://www.nda.ac.uk/blog/the-interior-design-process-part-1-where-to-start-with-room-planning/,12,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-top-up-degree/interior-design/,13,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-interior-design/?utm_source=NEWGADS08.20&utm_medium=CPC&utm_campaign=RELEVANT-INTERIOR-ARCHITECTURE-CAREER&utm_term=INTERIOR%20ARCHITECTURE%20CAREER,15,1,6.67%,0.0,0.00%,£0.59,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-create-the-best-interior-design-cv/,9,3,33.33%,0.0,0.00%,£6.62,£0.00,0.00
https://www.nda.ac.uk/blog/interior-designer-or-architect/,15,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/our-top-10-bookshelf-must-haves-for-interior-designers/,44,7,15.91%,0.0,0.00%,£3.52,£0.00,0.00
https://www.nda.ac.uk/study/courses/ma/interior-design/,15,2,13.33%,0.0,0.00%,£7.47,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/in-studio-garden-design/,12,3,25.00%,0.0,0.00%,£3.69,£0.00,0.00
https://www.nda.ac.uk/study/design-courses/,144,24,16.67%,0.0,0.00%,£7.81,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-landscape-design/?utm_source=NEWGADS08.20&utm_medium=CPC&utm_campaign=TARGETEDDiplomaL%26GDESIGN&utm_term=LANDSCAPE%20%26%20GARDEN%20DESIGN%20DIPLOMA,1334,123,9.22%,0.0,0.00%,£137.95,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-landscape-design/,367,42,11.44%,0.0,0.00%,£69.33,£0.00,0.00
https://applications.nda.ac.uk/apply,1876,1,0.05%,0.0,0.00%,£0.43,£0.00,0.00
https://www.nda.ac.uk/in-studio-dubai-courses/,33,2,6.06%,0.0,0.00%,£0.79,£0.00,0.00
https://www.nda.ac.uk/online-learning/?utm_source=Google%20Ad&utm_medium=CPC&utm_campaign=Study%20at%20Home%20Google%20Ad&utm_term=online%20learning&utm_content=UK%20Ad,6,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda-copy.nda.ac.uk/study/international-students/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/inspiration-from-kit-miles-studio/,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/autocad-for-interior-design/,10,1,10.00%,0.0,0.00%,£3.40,£0.00,0.00
https://www.nda.ac.uk/blog/misconceptions-of-interior-design/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/heritage-interior-design/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma-interior-design/?utm_source=google-ads&utm_medium=ppc&utm_id=PMax+Campaign+2024,7787,127,1.63%,0.0,0.00%,£235.56,£0.00,0.00
https://www.nda.ac.uk/blog/the-ultimate-guide-to-becoming-a-furniture-designer/,11,1,9.09%,0.0,0.00%,£2.08,£0.00,0.00
https://www.nda.ac.uk/blog/the-power-of-colour-in-interior-design/,3,1,33.33%,0.0,0.00%,£0.49,£0.00,0.00
https://www.nda.ac.uk/study/garden-design-courses/,63,5,7.94%,0.0,0.00%,£0.54,£0.00,0.00
https://www.nda.ac.uk/blog/interior-design-/,2,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/retail-design/,8,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/index-interior-design-exhibition/,8,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ma/interior-design-with-practice-management/,44,5,11.36%,0.0,0.00%,£3.84,£0.00,0.00
https://www.nda.ac.uk/gallery/undergraduate/,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/open-days/,5,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-curate-a-professional-interior-design-portfolio/,13,1,7.69%,0.0,0.00%,£0.41,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings-online-fast-track/,90,16,17.78%,0.0,0.00%,£14.30,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/interior-design-online-fast-track/,419,49,11.69%,0.0,0.00%,£17.18,£0.00,0.00
https://www.nda.ac.uk/blog/become-an-interior-designer/,225,16,7.11%,0.0,0.00%,£11.29,£0.00,0.00
https://www.nda.ac.uk/blog/best-interior-design-apps-part-one/,23,5,21.74%,0.0,0.00%,£0.63,£0.00,0.00
https://www.nda.ac.uk/blog/how-important-is-an-interior-design-degree/,2,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/6-steps-to-start-an-interior-design-business/,110,6,5.45%,0.0,0.00%,£0.55,£0.00,0.00
https://www.nda.ac.uk/blog/student-of-the-month-heritage-interior-design/,1,1,100.00%,0.0,0.00%,£4.00,£0.00,0.00
https://www.nda.ac.uk/blog/design101-designing-a-kitchen/,9,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
