"Ad report (November 01, 2025 - November 21, 2025)"
Request Id: 973c41a3-e0d6-ae30-63a6-eb5f6788fd61

Status,Ad,Campaign,Ad group,AdStrength,Delivery,Clicks,Impr.,CTR,Avg. CPC,Spend,Conv.,Labels,Top impr. rate,Abs. top impr. rate,AdStrengthActionItems,Text,Display Url,Destination Url,Final Url,Mobile Final Url,App Platform,App Id,Ad type,Tracking Template,Custom Parameter,Final Url Suffix,Text Part 2,Title Part 1,Title Part 2,Title Part 3,Path 1,Path 2,Business Name,Headline,Long Headline,Call To Action,Landscape Image Media Id,Landscape Logo Media Id,Square Image Media Id,Square Logo Media Id,Images,Impression Tracking Urls,Videos,Video Duration,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Long Headline 1,Long Headline 2,Long Headline 3,Long Headline 4,Long Headline 5,Description 1,Description 2,Description 3,Description 4,Description 5,Headline 1 Position,Headline 2 Position,Headline 3 Position,Headline 4 Position,Headline 5 Position,Headline 6 Position,Headline 7 Position,Headline 8 Position,Headline 9 Position,Headline 10 Position,Headline 11 Position,Headline 12 Position,Headline 13 Position,Headline 14 Position,Headline 15 Position,Description 1 Position,Description 2 Position,Description 3 Position,Description 4 Position
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT003P | Personalised Luxury Fleece Hot Water Bottle Cover and Free Bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Dynamic Category -  WBS - All || DSA,-,Ad group paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Heat Cushions,-,Eligible,0,0,0%,0,0,0,Expanded Text Ads,0%,0%,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ExpandedText,,,,Wheat Bags Are A Natural Way To Help Relieve Pain In Muscles & Joints - Come & Take A Look,Wheat Bag Heat Cushions,Huge Range Of Sizes & Shapes,Microwave For Soothing Relief,Wheat_Bags,Heat_Cushions,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Heat Cushions,-,Eligible,0,0,0%,0,0,0,Expanded Text Ads,0%,0%,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ExpandedText,,,,Wheat Bags Can Be A Natural Way To Help Relieve Pain In Muscles & Joints - Take A Look,Wheat Bag Heat Cushions,Huge Range Of Sizes & Shapes,Microwave For Soothing Relief,Wheat_Bags,Heat_Cushions,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Heat Cushions,Pending,Eligible,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/heat-pad-filling/wheat,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,Heat_Cushions,,,,,,,,,[null],,null,,Wheat Bag Heat Cushions,Huge Range Of Sizes & Shapes,Eco-Friendly Relief,Direct From The Manufacturer,All Products from WheatyBags®,Microwavable Heat Bags,"Pure Comfort, Naturally",Buy Wheat Bags Online,Huge Range Of Sizes & Styles,The Wheat Bags Specialists,Naturally Soothe Pain,WheatBag Warming Cushion,Heatable Wheat Bags,Next Day Delivery Available,Buy Online At WheatyBags,-,-,-,-,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are A Natural Way To Help Relieve Pain In Muscles & Joints - Come & Take A Look,Wheat Bags Can Be A Natural Way To Help Relieve Pain In Muscles & Joints - Take A Look,Wheat Bags and Microwave Heat Packs from WheatyBags®,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Heated Neck Warmer,Pending,Ad group paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/heat-pad-filling/wheat,,,,ResponsiveSearch,,,,,,,,Microwaveable,Neck_Warmer,,,,,,,,,[null],,null,,Microwaveable Neck Warmers,Big Choice Of Shapes & Sizes,Eco-Friendly Relief,Wheat Bags In A Range Of Sizes,Next Day Delivery Available,Low Prices & Fast Delivery,"Pure Comfort, Naturally",Safe To Warm In The Microwave,Safely Microwave In Minutes,Low Prices - Fast Delivery,Heatable Wheat Bags,Buy Wheat Bags UK,Buy Online At WheatyBags,Direct From The Manufacturer,Microwave For Soothing Relief,-,-,-,-,-,"Wheat Bags Warmed in the Microwave Have a Soothing Effect On Your Neck, Buy Yours Now!","WheatyBag Sizes For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View Now",Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £5.99 - Look,Wheat Bags Can Be A Natural Way To Help Relieve Pain In Muscles & Joints - Take A Look,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enabled,,CPL | HSG | Shopping Heroes,HSG | Product List,-,Eligible,268,31301,0.86%,1.22,327.07,9,,0%,41.41%,-,,,,,,,,Product ad,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | TJR | Shopping,CPL | TJR | Shopping,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,,,,,,,Product ad,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCAR006 [N420] | Purple Haze,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT010(BB) | Baby Bears Printed Hot Water Bottle Covers and Free Bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE009 | Wheat Bags Pyramid Hand & Face - Buy 1 Get 1 Free,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCOZ012 (Mouse) | Cozy Plush Premium Microwave Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE013L | Organic Cotton Eye Heat Pack with Linseeds (Flax),-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS |  Ailments,Tooth Ache,Excellent,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/products/wheat-bags-small-triangle-heat-pack-pack-2,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,Toothache,,,,,,,,,[null],,null,,Wheat Bags For Toothache,Big Choice Of Shapes & Sizes,Huge Range Of Sizes & Shapes,Toothache Relief By Heat,Warming Relief From Pain,Safe To Warm In The Microwave,Natural Relief From Pain,Safely Microwave In Minutes,Low Prices - Fast Delivery,,,,,,,-,-,-,-,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,100% Natural UK Made Wheat Bag. Only £6.74 - With Fast Delivery,"WheatyBags For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now",-,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-
Enabled,,CPL | WBS |  Heat Pads & Packs tCPA 6.5,Search - SKAG - heat pack || Exact Match,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines; AddLongerDescriptions; AddMoreHeadlines,,wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ResponsiveSearch,,,,,,,,Wheat_Packs,Natural_Relief,,,,,,,,,[null],,null,,Wheat Bag Heat Packs,Big Choice Of Shapes & Sizes,The Wheat Heat Pack Specialist,From £7.99 With Fast Delivery,WheatyBags.co.uk,Warming Relief From Pain,Safe To Warm In The Microwave,Natural Relief From Pain,Safely Microwave In Minutes,Low Prices - Fast Delivery,,,,,,-,-,-,-,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,Microwaveable Pain Relief - From Only £7.99 With Fast UK Delivery,"WheatyBags For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now",-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-
Enabled,,CPL | WBS |  WheatyBags - Company,SKAG - wheatybags amazon,Poor,Eligible,2,6,33.33%,0.32,0.63,1,,100%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,Pain_Relief,,,,,,,,,[null],,null,,Big Range Of Sizes From £4.50,Huge Range Of Sizes & Shapes,The Wheat Bag Specialists,,,,,,,,,,,,,-,-,-,-,-,From £4.50 - Natural Pain Relief - Microwave For Soothing Comfort - View Now,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,,,-,-,-,-,,,,,,,,,,,,,-,-,,
Enabled,,CPL | HSG | Photo Cushion | Broad,Picture Pillow,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddLongerDescriptions; MakeDescriptionsUnique; MakeHeadlinesUnique,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,{KeyWord:Picture Pillow - £14.95},Great Range Of Colours & Sizes,Picture Pillow - Only £14.95,Picture Pillow - £14.95,Picture Pillows - Only £14.95,,,,,,,,,,,-,-,-,-,-,Upload Your Favourite Photo. Fast UK Delivery - View & Buy Now!,Multiple Photo Option - Make A Collage! UK Made On Quality Fabric - View Now,Upload Your Favourite Photo Now! UK Made Pillow Using Quality Fabric,Upload Your Own Photo & We'll Print It Onto A Quality Cushion - Fast Delivery!,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-
Enabled,,CPL | HSG | Photo Sports Bottle,Personalised Water Bottle,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddLongerDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/products/photo-sports-drinks-bottle,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Personalised Water Bottle,Sports Bottle With Your Photo,Upload Your Picture Today,,,,,,,,,,,,,-,-,-,-,-,"Aluminium Bottle With Your Photo On A Great Gift, Only £9.95. View Now!",Aluminium Water Bottle With 2 Top Styles & Shoulder Strap Only £9.95 - Buy Now,"Your Choice Of Photo - Only £9.95. Quality Aluminium, Includes 2 Tops.",Your Choice Of Photo - Quality Aluminium Includes 2 Tops - £9.95,-,-,-,-,,,,,,,,,,,,,-,-,-,-
Enabled,,CPL | TJR | Luggage Straps | Broad,Elasticated Luggage Strap,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,thejetrest.com,,https://thejetrest.com/products/elasticated-luggage-strap-one-size-fits-all,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Elasticated Luggage Strap,Elasticated Luggage Straps,Only £7.95 - Buy 2 Get 1 Free,Only £7.95 - One Size Fits All,,,,,,,,,,,,-,-,-,-,-,"Big Range Of Styles - Combination, TSA Approved or Elasticated - Fast Delivery!",Buy 2 Get 1 Free - Only £7.95 - Stretches To 3 Metres - View Now,,,-,-,-,-,-,,,,,,,,,,,,-,-,,
Enabled,,CPL | TJR |  Luggage Straps | Exact,Luggage Belts,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,thejetrest.com,,https://thejetrest.com/products/luggage-straps-uk-made-suitcase-straps-size-options,,,,ResponsiveSearch,,,,,,,,Luggage,Belts,,,,,,,,,[null],,null,,Only £4.99 - Choice Of Lengths,Quality Luggage Belts,UK Made Luggage Bekts,£4.99 - Choice Of Colours,,,,,,,,,,,,-,-,-,-,-,"Range Of Strap Styles - Personalised, TSA, Combination & Lock All At Low Prices - View Now",Super Strong UK Made Straps Available In A Choice Of Length & Colour - Come & Take A Look,,,-,-,-,-,-,,,,,,,,,,,,-,-,,
Enabled,,CPL | HSG |  Photo Cushion | Exact,Personalised Cushion For Babies,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddMoreDescriptions,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Babies Photo Cushions,Photo Cushion For Babies,Range Of Sizes From £9.95,UK Made - Prices From £9.95,UK Made With Quality Fabric,,,,,,,,,,,-,-,-,-,-,"A Fabulous Keepsake, Your Favourite Photos Expertly Printed On A Cushion Or Pillow",Massive Choice Of Photo Cushions In A Range Of Sizes & Colours - Come & Take A Look!,Unique Range Of Photo & Personalised Gifts - Next Day Delivery - View & Buy Now,,-,-,-,-,-,-,,,,,,,,,,,-,-,-,
Enabled,,CPL | TJR |  Personalised Luggage Straps | Exact,[personalised luggage straps uk] | Low Ad Rank,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; AddMoreHeadlines; AddLongerDescriptions; MakeDescriptionsUnique,,thejetrest.com,,https://thejetrest.com/security/luggage-straps,,,,ResponsiveSearch,,,,,,,,Luggage_Straps,Personalised_UK,,,,,,,,,[null],,null,,Big Range Of Styles - Fast Del,Choice Of Colours - From £4.90,Don't Lose Your Bag,Personalised Luggage Straps UK,Personalised With Your Name,Quality Travel Accessories,,,,,,,,,,-,-,-,-,-,"Big Range Of Styles - Combination, TSA Approved or Elasticated - Fast Delivery","From £4.90 - Choice Of Colours Available - Combination, TSA Approved or Elasticated",,,-,-,-,-,-,-,-,,,,,,,,,,-,-,,
Enabled,,CPL | WBS |  Pet Wheat Bags,Search - SKAG | cat heat pad || Exact Match,Excellent,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/products/wheat-bags-pet-warming-heat-pack,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,Cat_Heat_Pad,,,,,,,,,[null],,null,,Cat Heat Pad Warming Heat Pack,Cat Heat Pad Wheat Bag,Choice Of Colour And Fabric,Choice Of Colours - UK Made,WIth Washable Removable Cover,,,,,,,,,,,-,-,-,-,-,Big Range Of Microwavable Pain Relieving Cat Heat Pad Wheat Bags - View & Buy Now!,Cat Heat Pad Wheat Bags - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,Wheat Bags Pet Warming Heat Pads With Free Removable Cover - Come & Take A Look!,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-
Enabled,,CPL | HSG | Photo Apron | Broad,Photo Apron ** Broad,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; AddMoreHeadlines; AddLongerDescriptions,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/products/apron-personalised-photo-print-large-90cm,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Photo Apron - From £14.95,Customised Aprons,Custom Photo Aprons,Personalised Kids Aprons,Customised Photo Aprons,,,,,,,,,,,-,-,-,-,-,"Quality Fabric, Choice Of Sizes - Upload Your Favourite Photo Now!",Upload Your Favourite Photo Now! Fast UK Delivery - Take A Look,,,-,-,-,-,-,-,,,,,,,,,,,-,-,,
Enabled,,CPL | TJR |  Travel Pillows | Exact,Kids,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions,,thejetrest.com,,https://thejetrest.com/travel-comfort/travel-pillows?f%5B0%5D=travel_pillows%3A1142,,,,ResponsiveSearch,,,,,,,,Childrens,Travel_Pillow,,,,,,,,,[null],,null,,Childrens Travel Pillow,Comfy Childrens Travel Pillow,Compact Size For Children,From £16.00 - Choice Of Colour,Uniquely Designed For Comfort,,,,,,,,,,,-,-,-,-,-,The Original Travel Pillow - Now In It's 12th Year - Delivered Fast - View Now,Travel Pillows that are UK Made and include many that provide comfort on the move.,,,-,-,-,-,-,-,,,,,,,,,,,-,-,,
Enabled,,CPL | WBS |  Eyes,Search - Yoga Eye Mask || BMM Match,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerHeadlines,,wheatybags.co.uk,,https://wheatybags.co.uk/products/wheat-bags-eye-mask-heat-pack-dry-eyes-millet-seed-filling-free-cover,,,,ResponsiveSearch,,,,,,,,Linseed_Flax,Eye_Pad,,,,,,,,,[null],,null,,Linseed Filled Yoga Eye Mask,Warming Relief For Tired Eyes,Eye Mask For Dry Eyes,New Products,Eye Wash,,,,,,,,,,,-,-,-,-,-,Completely Natural - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,,,-,-,-,-,-,-,,,,,,,,,,,-,-,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCAR006 [N420] | Purple Haze,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT010(BB) | Baby Bears Printed Hot Water Bottle Covers and Free Bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE009 | Wheat Bags Pyramid Hand & Face - Buy 1 Get 1 Free,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCOZ012 (Mouse) | Cozy Plush Premium Microwave Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE013L | Organic Cotton Eye Heat Pack with Linseeds (Flax),-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,"SKAG ""heat pads for neck""",Pending,Ad group paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/warmers-for/microwavable-heating,,,,ResponsiveSearch,,,,,,,,Heat_Pads,Neck,,,,,,,,,[null],,null,,Heat Pads For Necks,Big Choice Of Shapes & Sizes,Eco-Friendly Relief,Wheat Bags In A Range Of Sizes,Next Day Delivery Available,Low Prices & Fast Delivery,"Pure Comfort, Naturally",Safe To Warm In The Microwave,Safely Microwave In Minutes,Low Prices - Fast Delivery,Heatable Wheat Bags,Buy Wheat Bags UK,Buy Online At WheatyBags,Direct From The Manufacturer,Warming Relief For Aches,-,-,-,-,-,"Wheat Bags Warmed in the Microwave Have a Soothing Effect On Your Neck, Buy Yours Now!","WheatyBag Sizes For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View Now",Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £5.99 - Look,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enabled,,CPL | WBS | Shopping Heroes,CPL | WBS | Shopping Heroes,-,Eligible,0,0,0%,0,0,0,,0%,0%,-,,,,,,,,Product ad,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | TJR | DSA - By Category,All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Affordable Range Of Luggage Straps, Travel Pillows, Blankets & Accessories",,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | TJR | DSA - By Category,All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Luggage Straps, Travel Pillows, Blankets & Accessories - All At Crazy Low Prices",,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Paused,,CPL | TJR | DSA - By Category,All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,We Make Traveling More Comfortable - For You & Your Wallet. Visit Today!,,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | HSG | DSA - By Category,Photo Gifts,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,From The Unique Photo Gift Experts. Fast UK Delivery - View Online Now!,,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,Photo_Gift,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT050 | Rose Blossom Hot Water Bottle and Cover,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGBAG025 [3D2] | Bagpuss Microwave Slippers (Size 3-7),-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,"WBS | DSA | FGWHE006 / 5 | Wheat Bags Upper Back, Shoulder, Neck (+1/2 Price Neck Heat Pack)",-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE002HC | Two Spare Covers for Original Hospital Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT001 | Hot Water Bottle Cover with Animal Embroidery and Free 2 litre bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
